SA1_internal_2021	MotorVehicles.min	occupied_private_dwellings
20899	1	88
20899	2	74
20899	3	14
20899	4	15
20900	0	13
20900	1	64
20900	2	69
20900	3	23
20900	4	4
20901		3
20901	0	30
20901	1	96
20901	2	77
20901	3	21
20901	4	11
20904	0	15
20904	1	79
20904	2	76
20904	3	24
20904	4	8
20905	0	10
20905	1	67
20905	2	93
20905	3	29
20905	4	11
20906	1	59
20906	2	53
20906	3	19
20906	4	7
20907	0	4
20907	1	23
20907	2	39
20907	3	4
20907	4	5
20908	1	18
20908	2	33
20908	3	16
20908	4	3
20909		3
20909	0	29
20909	1	114
20909	2	101
20909	3	25
20909	4	11
20910		3
20910	0	12
20910	1	79
20910	2	54
20910	3	15
20911	0	4
20911	1	50
20911	2	60
20911	3	4
20911	4	12
20912	0	13
20912	1	48
20912	2	66
20912	3	14
20912	4	3
20913	0	5
20913	1	52
20913	2	78
20913	3	18
20913	4	8
20914	1	54
20914	2	105
20914	3	26
20914	4	9
20915	0	17
20915	1	87
20915	2	80
20915	3	27
20915	4	13
20916	0	27
20916	1	71
20916	2	63
20916	3	18
20916	4	7
20917		3
20917	1	36
20917	2	85
20917	3	17
20917	4	11
20918		3
20918	0	12
20918	1	75
20918	2	93
20918	3	23
20918	4	11
20919	0	7
20919	1	35
20919	2	45
20919	3	6
20919	4	13
20920	0	16
20920	1	116
20920	2	110
20920	3	15
20920	4	20
20921	0	8
20921	1	63
20921	2	56
20921	3	12
20922	0	7
20922	1	21
20922	2	41
20922	3	12
20923	0	3
20923	1	30
20923	2	60
20923	3	13
20923	4	18
20924	0	13
20924	1	61
20924	2	67
20924	3	18
20924	4	11
20925	0	4
20925	1	33
20925	2	40
20925	3	14
20925	4	6
20926	0	18
20926	1	87
20926	2	75
20926	3	19
20927		3
20927	0	5
20927	1	65
20927	2	61
20927	3	11
20927	4	3
20928	0	3
20928	1	22
20928	2	59
20928	3	11
20928	4	7
20929	2	8
20930	4	4
20931	0	14
20931	1	49
20931	2	52
20931	3	24
20931	4	8
20932	0	17
20932	1	97
20932	2	94
20932	3	17
20932	4	14
20933		4
20933	0	10
20933	1	58
20933	2	58
20933	3	12
20933	4	3
20934	0	9
20934	1	83
20934	2	82
20934	3	18
20934	4	3
20935	0	8
20935	1	53
20935	2	53
20935	3	24
20935	4	5
20936	1	22
20936	2	50
20936	3	22
20936	4	15
20937	0	7
20937	1	48
20937	2	65
20937	3	16
20937	4	14
20938		4
20938	0	10
20938	1	58
20938	2	63
20938	3	22
20938	4	10
20939		6
20939	0	18
20939	1	85
20939	2	92
20939	3	24
20939	4	16
20940		7
20940	0	11
20940	1	56
20940	2	65
20940	3	22
20940	4	8
20941	0	7
20941	1	48
20941	2	44
20941	3	18
20941	4	11
20942		4
20942	0	8
20942	1	27
20942	2	41
20942	3	14
20942	4	3
20943		6
20943	0	9
20943	1	75
20943	2	94
20943	3	38
20943	4	16
20945		4
20945	0	31
20945	1	121
20945	2	66
20945	3	18
20945	4	7
20946		3
20946	0	8
20946	1	90
20946	2	50
20946	3	8
20946	4	4
20947		4
20947	0	23
20947	1	84
20947	2	50
20947	3	12
20947	4	6
20948		6
20948	0	27
20948	1	122
20948	2	75
20948	3	20
20948	4	11
20949		4
20949	0	14
20949	1	85
20949	2	39
20949	3	17
20949	4	6
20950		4
20950	0	28
20950	1	105
20950	2	82
20950	3	11
20950	4	9
20951	0	10
20951	1	20
20951	2	22
20951	3	5
20951	4	9
20952		7
20952	0	27
20952	1	72
20952	2	39
20952	3	9
20952	4	3
20953	1	5
20953	2	3
20954	0	4
20954	1	70
20954	2	61
20954	3	30
20954	4	18
20955		3
20955	0	15
20955	1	45
20955	2	119
20955	3	29
20955	4	8
20956	0	12
20956	1	69
20956	2	94
20956	3	21
20956	4	8
20957	0	6
20957	1	90
20957	2	88
20957	3	23
20957	4	7
20959	1	10
20959	2	32
20959	3	24
20959	4	14
20960		9
20960	0	20
20960	1	49
20960	2	42
20960	3	4
20961	0	5
20961	1	72
20961	2	74
20961	3	28
20961	4	8
20962	1	35
20962	2	11
20962	3	10
20962	4	6
20963	0	13
20963	1	44
20963	2	50
20963	3	16
20963	4	3
20964		4
20964	0	13
20964	1	84
20964	2	109
20964	3	25
20964	4	19
20965	1	55
20965	2	52
20965	3	18
20965	4	3
20966		3
20966	0	28
20966	1	91
20966	2	55
20966	3	14
20966	4	9
20967	0	15
20967	1	120
20967	2	51
20967	3	3
20967	4	3
20968	0	10
20968	1	44
20968	2	82
20968	3	34
20968	4	20
20969		5
20969	0	3
20969	1	120
20969	2	124
20969	3	43
20969	4	21
20971		6
20971	1	79
20971	2	184
20971	3	42
20971	4	17
20972		3
20972	1	34
20972	2	37
20972	3	8
20972	4	7
20973	0	3
20973	1	31
20973	2	40
20973	3	8
20973	4	3
20974	1	94
20974	2	185
20974	3	38
20974	4	10
20975	1	6
20975	2	9
20975	3	14
20975	4	4
20976	3	4
20977	4	3
20978	0	6
20978	1	86
20978	2	67
20978	3	23
20978	4	13
20979	1	56
20979	2	132
20979	3	32
20979	4	10
20980		3
20980	1	48
20980	2	75
20980	3	22
20980	4	6
20981	1	34
20981	2	60
20981	3	7
20981	4	12
20982	1	52
20982	2	66
20982	3	23
20982	4	5
20983	0	5
20983	1	52
20983	2	100
20983	3	20
20983	4	16
20984	1	41
20984	2	87
20984	3	25
20984	4	10
20985	1	18
20985	2	29
20985	3	4
20986		15
20986	0	16
20986	1	67
20986	2	31
20986	3	15
20986	4	6
20987	1	36
20987	2	70
20987	3	14
20987	4	5
20988	0	6
20988	1	44
20988	2	75
20988	3	11
20988	4	10
20989	1	24
20989	2	62
20989	3	19
20989	4	13
20990	0	3
20990	1	45
20990	2	100
20990	3	24
20990	4	14
20991	1	23
20991	2	62
20991	3	15
20992		7
20992	1	74
20992	2	124
20992	3	24
20992	4	13
20993	0	16
20993	1	107
20993	2	25
20993	3	4
20994	1	11
20994	2	23
20994	3	9
20994	4	16
20995		4
20995	0	33
20995	1	146
20995	2	106
20995	3	29
20995	4	11
20996	0	5
20996	1	33
20996	2	31
20996	3	19
20996	4	21
20997		3
20997	0	15
20997	1	71
20997	2	37
20997	3	14
20998	1	32
20998	2	17
20998	3	3
20999	1	12
20999	2	26
20999	3	16
20999	4	32
21000	2	5
21001		13
21001	0	13
21001	1	74
21001	2	58
21001	3	13
21001	4	3
21002		3
21002	0	46
21002	1	47
21002	2	29
21002	3	5
21003	0	3
21003	1	33
21003	2	34
21003	3	13
21003	4	4
21004		6
21004	0	19
21004	1	62
21004	2	39
21004	3	14
21004	4	15
21005	1	27
21005	2	42
21005	3	17
21005	4	20
21006	0	23
21006	1	80
21006	2	51
21006	3	7
21007		4
21007	1	83
21007	2	107
21007	3	35
21007	4	23
21008	0	11
21008	1	46
21008	2	43
21008	3	6
21008	4	12
21009	0	10
21009	1	27
21009	2	52
21009	3	18
21009	4	8
21010		4
21010	0	8
21010	1	80
21010	2	103
21010	3	53
21010	4	34
21011	0	4
21011	1	28
21011	2	27
21011	3	12
21011	4	6
21012	1	12
21012	2	20
21012	3	19
21012	4	24
21013	0	5
21013	1	29
21013	2	34
21013	3	9
21013	4	13
21014	0	12
21014	1	59
21014	2	50
21014	3	12
21014	4	7
21015	0	15
21015	1	52
21015	2	21
21015	3	10
21016	0	3
21016	1	56
21016	2	47
21016	3	22
21016	4	4
21017		4
21017	0	20
21017	1	85
21017	2	48
21017	3	11
21017	4	3
21018	0	14
21018	1	63
21018	2	37
21018	3	8
21019		3
21019	0	3
21019	1	41
21019	2	35
21019	3	10
21019	4	3
21020		4
21020	0	7
21020	1	42
21020	2	51
21020	3	19
21020	4	6
21021	0	8
21021	1	49
21021	2	62
21021	3	12
21021	4	6
21022		9
21022	0	21
21022	1	86
21022	2	69
21022	3	21
21022	4	16
21023		5
21023	0	23
21023	1	58
21023	2	46
21023	3	12
21023	4	10
21024		4
21024	0	7
21024	1	33
21024	2	27
21024	3	9
21024	4	9
21025		3
21025	1	40
21025	2	40
21025	3	22
21025	4	18
21026		7
21026	0	21
21026	1	68
21026	2	49
21026	3	16
21026	4	11
21027		3
21027	0	8
21027	1	45
21027	2	37
21027	3	15
21027	4	4
21028	0	11
21028	1	48
21028	2	28
21028	3	14
21028	4	3
21029	0	8
21029	1	27
21029	2	46
21029	3	17
21029	4	12
21031		5
21031	0	26
21031	1	58
21031	2	53
21031	3	28
21031	4	10
21032		6
21032	0	20
21032	1	63
21032	2	33
21032	3	9
21032	4	3
21033	0	7
21033	1	52
21033	2	48
21033	3	13
21033	4	5
21034		3
21034	1	13
21034	2	40
21034	3	21
21034	4	26
21035	0	15
21035	1	67
21035	2	52
21035	3	10
21036		4
21036	0	20
21036	1	57
21036	2	40
21036	3	11
21036	4	3
21037		3
21037	0	16
21037	1	49
21037	2	43
21037	3	13
21037	4	8
21038	0	8
21038	1	36
21038	2	38
21038	3	17
21038	4	9
21039		4
21039	0	22
21039	1	75
21039	2	67
21039	3	11
21039	4	6
21040	0	8
21040	1	23
21040	2	32
21040	3	18
21040	4	11
21041	0	10
21041	1	54
21041	2	36
21041	3	12
21041	4	4
21043		3
21043	0	11
21043	1	46
21043	2	34
21043	3	14
21043	4	4
21044		5
21044	0	16
21044	1	78
21044	2	69
21044	3	31
21044	4	20
21045	0	4
21045	1	53
21045	2	64
21045	3	12
21045	4	9
21046	1	9
21046	2	24
21046	3	7
21046	4	13
21047		3
21047	0	4
21047	1	60
21047	2	79
21047	3	26
21047	4	11
21048		7
21048	0	10
21048	1	60
21048	2	41
21048	3	13
21048	4	4
21049		4
21049	0	8
21049	1	46
21049	2	56
21049	3	19
21049	4	13
21050	1	41
21050	2	57
21050	3	26
21050	4	16
21051	0	5
21051	1	56
21051	2	57
21051	3	22
21051	4	11
21052	0	3
21052	1	35
21052	2	45
21052	3	9
21052	4	3
21053		3
21053	0	3
21053	1	56
21053	2	74
21053	3	13
21053	4	12
21054	0	7
21054	1	52
21054	2	79
21054	3	21
21054	4	7
21055		4
21055	0	9
21055	1	61
21055	2	55
21055	3	16
21055	4	4
21056	0	8
21056	1	72
21056	2	58
21056	3	25
21056	4	18
21057	0	4
21057	1	30
21057	2	98
21057	3	24
21057	4	11
21058		3
21058	0	5
21058	1	28
21058	2	51
21058	3	16
21058	4	11
21059	1	26
21059	2	79
21059	3	10
21059	4	6
21060	0	47
21060	1	81
21060	2	59
21060	3	14
21060	4	3
21061		4
21061	1	32
21061	2	64
21061	3	21
21061	4	4
21062		5
21062	1	61
21062	2	122
21062	3	20
21062	4	14
21063		7
21063	0	57
21063	1	167
21063	2	53
21063	3	20
21063	4	7
21064	0	8
21064	1	84
21064	2	93
21064	3	26
21064	4	13
21065		3
21065	0	14
21065	1	62
21065	2	61
21065	3	21
21065	4	16
21066	0	5
21066	1	79
21066	2	42
21066	3	17
21066	4	3
21067	0	3
21067	1	29
21067	2	66
21067	3	30
21067	4	24
21068	1	18
21068	2	21
21068	3	11
21068	4	3
21069		3
21069	1	40
21069	2	58
21069	3	3
21069	4	6
21070		4
21070	1	47
21070	2	72
21070	3	22
21070	4	21
21071	1	5
21071	2	13
21072	0	6
21072	1	46
21072	2	51
21072	3	23
21072	4	11
21073	1	47
21073	2	68
21073	3	16
21073	4	20
21074	1	5
21074	2	6
21074	3	8
21074	4	4
21075	1	47
21075	2	60
21075	3	26
21075	4	15
21076		3
21076	1	54
21076	2	99
21076	3	31
21076	4	21
21077		3
21077	0	31
21077	1	66
21077	2	47
21077	3	23
21077	4	8
21078	0	5
21078	1	53
21078	2	61
21078	3	28
21078	4	9
21079		3
21079	0	3
21079	1	29
21079	2	62
21079	3	23
21079	4	13
21080	0	15
21080	1	78
21080	2	55
21080	3	15
21080	4	7
21081	0	3
21081	1	26
21081	2	54
21081	3	7
21081	4	9
21082	1	31
21082	2	58
21082	3	19
21082	4	11
21083	0	8
21083	1	75
21083	2	45
21083	3	31
21083	4	14
21084	0	4
21084	1	46
21084	2	110
21084	3	17
21084	4	8
21085	0	7
21085	1	77
21085	2	74
21085	3	24
21085	4	5
21086		3
21086	1	39
21086	2	97
21086	3	60
21086	4	43
21087	0	4
21087	1	46
21087	2	66
21087	3	19
21087	4	3
21088	1	44
21088	2	82
21088	3	16
21088	4	13
21089	0	4
21089	1	35
21089	2	59
21089	3	21
21089	4	9
21090	0	4
21090	1	46
21090	2	49
21090	3	16
21090	4	9
21091	1	18
21091	2	54
21091	3	17
21091	4	4
21092	0	3
21092	1	40
21092	2	57
21092	3	13
21092	4	12
21093	0	6
21093	1	72
21093	2	60
21093	3	19
21093	4	10
21094	1	26
21094	2	55
21094	3	19
21094	4	4
21095	1	35
21095	2	97
21095	3	35
21095	4	7
21096	0	5
21096	1	37
21096	2	52
21096	3	18
21096	4	4
21097	0	4
21097	1	49
21097	2	61
21097	3	13
21097	4	16
21098	1	32
21098	2	46
21098	3	17
21098	4	13
21099	0	4
21099	1	46
21099	2	72
21099	3	20
21099	4	9
21100		4
21100	0	6
21100	1	103
21100	2	165
21100	3	54
21100	4	36
21101		7
21101	0	3
21101	1	97
21101	2	103
21101	3	24
21101	4	19
21102		5
21102	0	9
21102	1	70
21102	2	100
21102	3	31
21102	4	10
21103		5
21103	0	4
21103	1	108
21103	2	113
21103	3	19
21103	4	10
21104	1	25
21104	2	50
21104	3	23
21104	4	17
21105	1	47
21105	2	54
21105	3	10
21105	4	8
21106	0	7
21106	1	51
21106	2	38
21106	3	9
21106	4	9
21107		10
21107	0	24
21107	1	55
21107	2	32
21107	3	12
21108		7
21108	0	38
21108	1	71
21108	2	24
21108	3	9
21109		3
21109	0	14
21109	1	66
21109	2	33
21109	3	9
21109	4	6
21110		3
21110	0	15
21110	1	54
21110	2	39
21110	3	11
21110	4	3
21111		4
21111	0	58
21111	1	105
21111	2	32
21111	3	9
21111	4	9
21112		3
21112	0	8
21112	1	47
21112	2	26
21112	3	11
21113		4
21113	0	15
21113	1	66
21113	2	58
21113	3	17
21113	4	4
21114		8
21114	0	25
21114	1	51
21114	2	24
21114	3	8
21114	4	4
21115	0	18
21115	1	77
21115	2	41
21115	3	12
21115	4	7
21116		13
21116	0	39
21116	1	97
21116	2	51
21116	3	3
21116	4	7
21117		4
21117	0	29
21117	1	96
21117	2	40
21117	3	18
21117	4	6
21118		10
21118	0	43
21118	1	65
21118	2	56
21118	3	28
21118	4	15
21119		3
21119	0	25
21119	1	75
21119	2	36
21119	3	17
21119	4	8
21120		5
21120	0	37
21120	1	55
21120	2	31
21120	3	14
21120	4	3
21121	0	11
21121	1	70
21121	2	57
21121	3	20
21121	4	4
21122		4
21122	0	45
21122	1	110
21122	2	39
21122	3	21
21122	4	6
21123	0	5
21123	1	39
21123	2	43
21123	3	14
21123	4	5
21124		5
21124	0	40
21124	1	97
21124	2	74
21124	3	9
21124	4	5
21125		3
21125	0	6
21125	1	63
21125	2	36
21125	3	10
21125	4	3
21126		4
21126	0	19
21126	1	70
21126	2	36
21126	3	10
21128	0	13
21128	1	34
21128	2	29
21128	3	12
21129		10
21129	0	28
21129	1	67
21129	2	44
21129	3	10
21129	4	3
21130		5
21130	0	23
21130	1	61
21130	2	36
21130	3	12
21131		3
21131	0	33
21131	1	133
21131	2	59
21131	3	19
21131	4	8
21132	0	6
21132	1	41
21132	2	51
21132	3	12
21132	4	9
21133		3
21133	0	6
21133	1	132
21133	2	146
21133	3	52
21133	4	21
21134	1	88
21134	2	149
21134	3	39
21134	4	38
21135		3
21135	0	18
21135	1	76
21135	2	69
21135	3	22
21135	4	24
21136		5
21136	0	5
21136	1	9
21136	2	31
21136	3	20
21136	4	9
21137		5
21137	1	22
21137	2	46
21137	3	31
21137	4	27
21138		3
21138	1	31
21138	2	35
21138	3	19
21138	4	5
21139	1	52
21139	2	50
21139	3	18
21139	4	9
21140	0	4
21140	1	54
21140	2	77
21140	3	24
21140	4	12
21141	0	3
21141	1	43
21141	2	36
21141	3	12
21141	4	15
21142	0	8
21142	1	36
21142	2	46
21142	3	13
21142	4	13
21143		4
21143	1	22
21143	2	41
21143	3	19
21143	4	12
21144	0	6
21144	1	88
21144	2	87
21144	3	22
21144	4	19
21145	0	9
21145	1	106
21145	2	116
21145	3	28
21145	4	16
21146	0	4
21146	1	32
21146	2	44
21146	3	18
21146	4	9
21147		4
21147	0	6
21147	1	60
21147	2	85
21147	3	25
21147	4	9
21148		4
21148	1	55
21148	2	64
21148	3	20
21148	4	14
21149		3
21149	0	3
21149	1	54
21149	2	72
21149	3	23
21149	4	9
21150		5
21150	0	4
21150	1	55
21150	2	85
21150	3	20
21150	4	9
21151	0	4
21151	1	85
21151	2	116
21151	3	38
21151	4	33
21152	1	56
21152	2	45
21152	3	9
21152	4	3
21153	0	3
21153	1	66
21153	2	88
21153	3	17
21153	4	18
21154	0	3
21154	1	52
21154	2	55
21154	3	22
21154	4	6
21155	1	37
21155	2	50
21155	3	22
21155	4	10
21156		3
21156	0	7
21156	1	72
21156	2	60
21156	3	20
21156	4	13
21157	1	50
21157	2	77
21157	3	17
21157	4	3
21158	1	26
21158	2	22
21158	3	12
21158	4	5
21159	1	11
21159	2	17
21159	3	17
21159	4	19
21160	1	55
21160	2	6
21161		8
21161	0	9
21161	1	71
21161	2	33
21161	3	16
21161	4	8
21162	1	71
21162	2	89
21162	3	28
21162	4	10
21163		4
21163	0	3
21163	1	8
21163	2	32
21163	3	22
21163	4	16
21164	1	35
21164	2	74
21164	3	13
21164	4	8
21165	0	3
21165	1	79
21165	2	118
21165	3	33
21165	4	9
21166		5
21166	0	7
21166	1	74
21166	2	90
21166	3	29
21166	4	9
21167	1	57
21167	2	101
21167	3	32
21167	4	3
21168	1	76
21168	2	103
21168	3	25
21168	4	8
21169	0	4
21169	1	58
21169	2	83
21169	3	25
21169	4	16
21170		6
21170	1	72
21170	2	105
21170	3	32
21170	4	10
21171	1	3
21171	2	4
21171	3	3
21172	1	64
21172	2	90
21172	3	23
21172	4	14
21173	0	10
21173	1	70
21173	2	61
21173	3	25
21173	4	15
21174		6
21174	0	11
21174	1	96
21174	2	74
21174	3	24
21174	4	9
21175		5
21175	0	5
21175	1	100
21175	2	122
21175	3	34
21175	4	16
21176		5
21176	0	10
21176	1	95
21176	2	127
21176	3	35
21176	4	11
21177		7
21177	0	14
21177	1	85
21177	2	119
21177	3	19
21177	4	3
21178	0	3
21178	1	41
21178	2	52
21178	3	25
21178	4	16
21179		7
21179	0	7
21179	1	123
21179	2	100
21179	3	33
21179	4	16
21180		4
21180	1	67
21180	2	115
21180	3	25
21180	4	8
21181		3
21181	0	3
21181	1	73
21181	2	94
21181	3	33
21181	4	11
21182	1	64
21182	2	72
21182	3	16
21182	4	16
21183		10
21183	0	7
21183	1	122
21183	2	114
21183	3	21
21183	4	8
21184		3
21184	0	16
21184	1	70
21184	2	60
21184	3	13
21184	4	8
21185		4
21185	0	4
21185	1	75
21185	2	69
21185	3	17
21185	4	10
21186		7
21186	0	7
21186	1	93
21186	2	113
21186	3	41
21186	4	12
21187		5
21187	0	4
21187	1	63
21187	2	48
21187	3	3
21187	4	4
21188	0	5
21188	1	91
21188	2	68
21188	3	19
21188	4	8
21189		6
21189	0	10
21189	1	89
21189	2	44
21189	3	16
21189	4	15
21190		3
21190	0	5
21190	1	73
21190	2	55
21190	3	18
21190	4	4
21191		4
21191	1	97
21191	2	136
21191	3	27
21191	4	9
21192		6
21192	0	15
21192	1	62
21192	2	60
21192	3	19
21192	4	7
21193		4
21193	1	69
21193	2	73
21193	3	25
21193	4	5
21194	1	38
21194	2	45
21194	3	10
21194	4	7
21195	1	35
21195	2	29
21195	3	5
21195	4	8
21196		5
21196	1	39
21196	2	42
21196	3	21
21196	4	4
21197	0	3
21197	1	72
21197	2	85
21197	3	32
21197	4	18
21198	1	35
21198	2	68
21198	3	21
21198	4	8
21199	0	5
21199	1	100
21199	2	134
21199	3	33
21199	4	12
21200	1	16
21200	2	52
21200	3	45
21200	4	41
21201	0	3
21201	1	51
21201	2	59
21201	3	12
21201	4	5
21202	0	5
21202	1	38
21202	2	43
21202	3	11
21202	4	7
21203	0	10
21203	1	68
21203	2	64
21203	3	14
21203	4	9
21204	0	3
21204	1	37
21204	2	34
21204	3	8
21205	0	6
21205	1	52
21205	2	57
21205	3	24
21205	4	6
21206		3
21206	0	10
21206	1	47
21206	2	43
21206	3	6
21206	4	3
21207	1	53
21207	2	59
21207	3	12
21207	4	3
21208	0	4
21208	1	73
21208	2	61
21208	3	14
21208	4	10
21209	0	3
21209	1	37
21209	2	70
21209	3	7
21209	4	10
21210	0	3
21210	1	112
21210	2	130
21210	3	23
21210	4	14
21211		5
21211	0	11
21211	1	95
21211	2	77
21211	3	21
21211	4	9
21212		7
21212	0	10
21212	1	64
21212	2	83
21212	3	12
21212	4	10
21213	0	6
21213	1	82
21213	2	103
21213	3	29
21213	4	11
21214	0	6
21214	1	55
21214	2	68
21214	3	10
21214	4	11
21215	0	3
21215	1	47
21215	2	43
21215	3	12
21215	4	7
21216		3
21216	0	7
21216	1	75
21216	2	67
21216	3	14
21216	4	4
21217	0	3
21217	1	47
21217	2	55
21217	3	21
21218	0	6
21218	1	43
21218	2	49
21218	3	7
21218	4	3
21219	1	27
21219	2	21
21219	3	23
21219	4	17
21221		3
21221	1	126
21221	2	165
21221	3	27
21221	4	9
21222	0	4
21222	1	53
21222	2	79
21222	3	26
21222	4	11
21223		3
21223	1	15
21223	2	90
21223	3	49
21223	4	50
21224	1	37
21224	2	116
21224	3	42
21224	4	15
21225	1	15
21225	2	23
21225	3	11
21225	4	12
21226	1	41
21226	2	100
21226	3	24
21226	4	15
21227		4
21227	1	45
21227	2	119
21227	3	26
21227	4	19
21228		4
21228	1	70
21228	2	95
21228	3	26
21228	4	13
21229	0	3
21229	1	36
21229	2	69
21229	3	28
21229	4	10
21230		3
21230	1	53
21230	2	85
21230	3	25
21230	4	10
21231	1	60
21231	2	141
21231	3	50
21231	4	20
21232	0	3
21232	1	76
21232	2	98
21232	3	28
21232	4	7
21233	0	10
21233	1	88
21233	2	67
21233	3	6
21233	4	15
21234		6
21234	0	16
21234	1	87
21234	2	64
21234	3	21
21234	4	6
21235	0	4
21235	1	113
21235	2	111
21235	3	40
21235	4	13
21236	1	11
21236	2	55
21236	3	33
21236	4	29
21237	1	29
21237	2	76
21237	3	37
21237	4	11
21238	1	37
21238	2	78
21238	3	25
21238	4	3
21239	0	3
21239	1	43
21239	2	56
21239	3	22
21239	4	8
21240		3
21240	1	38
21240	2	72
21240	3	18
21240	4	13
21241	0	3
21241	1	75
21241	2	78
21241	3	17
21241	4	11
21242		4
21242	0	4
21242	1	47
21242	2	66
21242	3	16
21242	4	13
21243	1	34
21243	2	67
21243	3	16
21243	4	14
21244	0	4
21244	1	51
21244	2	161
21244	3	45
21244	4	16
21245	0	8
21245	1	89
21245	2	85
21245	3	13
21245	4	9
21246	1	53
21246	2	96
21246	3	30
21246	4	8
21247	1	46
21247	2	82
21247	3	24
21247	4	12
21248	1	5
21248	2	16
21248	3	3
21248	4	16
21249		5
21249	0	5
21249	1	20
21249	2	92
21249	3	48
21249	4	43
21250		6
21250	0	6
21250	1	49
21250	2	76
21250	3	17
21250	4	13
21251	1	9
21251	2	19
21251	3	15
21251	4	11
21252	0	3
21252	1	33
21252	2	118
21252	3	26
21252	4	20
21253	0	11
21253	1	100
21253	2	58
21253	3	10
21253	4	5
21254	1	53
21254	2	106
21254	3	20
21254	4	6
21255	1	32
21255	2	96
21255	3	24
21255	4	6
21256		3
21256	1	42
21256	2	131
21256	3	33
21256	4	14
21257	0	4
21257	1	57
21257	2	123
21257	3	46
21257	4	23
21258	1	50
21258	2	88
21258	3	18
21258	4	12
21259	1	55
21259	2	127
21259	3	17
21259	4	9
21260	1	28
21260	2	87
21260	3	19
21260	4	12
21261	0	3
21261	1	40
21261	2	106
21261	3	14
21262	1	4
21262	2	48
21262	3	39
21262	4	35
21263		5
21263	1	79
21263	2	130
21263	3	17
21263	4	10
21264	0	4
21264	1	27
21264	2	89
21264	3	33
21264	4	11
21265	1	26
21265	2	126
21265	3	22
21265	4	7
21266		3
21266	1	52
21266	2	94
21266	3	17
21266	4	6
21267	0	7
21267	1	68
21267	2	80
21267	3	23
21267	4	7
21268		3
21268	0	9
21268	1	93
21268	2	71
21268	3	13
21268	4	11
21269		3
21269	1	39
21269	2	144
21269	3	32
21269	4	19
21270	0	3
21270	1	64
21270	2	127
21270	3	21
21270	4	12
21271	0	5
21271	1	100
21271	2	163
21271	3	40
21271	4	23
21272	1	46
21272	2	95
21272	3	36
21272	4	13
21273		5
21273	0	10
21273	1	77
21273	2	80
21273	3	20
21273	4	11
21274		3
21274	1	48
21274	2	88
21274	3	37
21274	4	15
21275	1	76
21275	2	162
21275	3	34
21275	4	23
21276	1	43
21276	2	99
21276	3	30
21276	4	5
21277		4
21277	0	4
21277	1	57
21277	2	78
21277	3	21
21277	4	8
21278	0	3
21278	1	69
21278	2	124
21278	3	31
21278	4	21
21279	1	46
21279	2	112
21279	3	21
21279	4	15
21280		4
21280	0	14
21280	1	62
21280	2	73
21280	3	16
21280	4	5
21281	1	11
21281	2	36
21281	3	21
21281	4	6
21282	0	4
21282	1	73
21282	2	142
21282	3	33
21282	4	8
21283	1	49
21283	2	109
21283	3	30
21283	4	7
21284	1	17
21284	2	38
21284	3	12
21284	4	7
21286	0	6
21286	1	80
21286	2	193
21286	3	48
21286	4	18
21287		4
21287	0	8
21287	1	100
21287	2	120
21287	3	40
21287	4	15
21288		4
21288	0	3
21288	1	71
21288	2	74
21288	3	18
21288	4	7
21289	1	16
21289	2	68
21289	3	49
21289	4	43
21290	0	8
21290	1	68
21290	2	78
21290	3	20
21290	4	11
21291	1	36
21291	2	90
21291	3	30
21291	4	9
21292		4
21292	1	61
21292	2	111
21292	3	29
21292	4	17
21293	1	58
21293	2	98
21293	3	24
21293	4	7
21294	0	6
21294	1	83
21294	2	104
21294	3	26
21294	4	11
21295		3
21295	1	50
21295	2	120
21295	3	30
21295	4	20
21296		5
21296	1	23
21296	2	82
21296	3	46
21296	4	43
21297	0	3
21297	1	45
21297	2	64
21297	3	22
21297	4	14
21298		3
21298	1	44
21298	2	99
21298	3	28
21298	4	11
21299		3
21299	0	3
21299	1	35
21299	2	76
21299	3	24
21300		4
21300	0	6
21300	1	87
21300	2	86
21300	3	25
21300	4	6
21301		4
21301	1	48
21301	2	86
21301	3	16
21301	4	11
21302	0	6
21302	1	36
21302	2	54
21302	3	14
21302	4	9
21303	0	3
21303	1	47
21303	2	67
21303	3	23
21303	4	16
21304		3
21304	0	6
21304	1	60
21304	2	99
21304	3	36
21304	4	5
21305		3
21305	1	50
21305	2	68
21305	3	10
21305	4	8
21306	1	43
21306	2	91
21306	3	20
21306	4	11
21307	0	3
21307	1	59
21307	2	74
21307	3	22
21307	4	7
21308		3
21308	0	5
21308	1	72
21308	2	89
21308	3	20
21308	4	8
21309		4
21309	0	3
21309	1	41
21309	2	51
21309	3	18
21309	4	7
21310	1	35
21310	2	61
21310	3	19
21310	4	6
21311	0	5
21311	1	57
21311	2	104
21311	3	27
21311	4	3
21312	0	4
21312	1	37
21312	2	58
21312	3	23
21312	4	9
21313		3
21313	0	3
21313	1	76
21313	2	88
21313	3	18
21313	4	12
21314	1	21
21314	2	74
21314	3	24
21314	4	20
21315	0	10
21315	1	87
21315	2	56
21315	3	17
21315	4	8
21316	1	49
21316	2	164
21316	3	38
21316	4	13
21317	0	6
21317	1	63
21317	2	72
21317	3	15
21317	4	4
21318	0	5
21318	1	53
21318	2	64
21318	3	13
21318	4	6
21319		3
21319	1	15
21319	2	21
21319	3	10
21319	4	13
21320	0	5
21320	1	31
21320	2	51
21320	3	8
21320	4	7
21321	0	9
21321	1	45
21321	2	61
21321	3	31
21321	4	9
